,element_nos,Cs,xDivL,Fx,Mres
67,65,C11,1.0,-1400.6521282586148,1926.8862840253512
68,66,C11,0.0,-1400.6730880487726,1926.8863748858469
69,66,C11,1.0,-1435.4202739862726,1393.6105279981612
70,67,C11,0.0,-1435.406611753378,1393.610356366613
71,67,C11,1.0,-1470.1537976908783,880.5840528855929
72,68,C11,0.0,-1470.1480390640932,880.5840844915908
73,68,C11,1.0,-1504.895225001593,477.90691863830654
74,69,C11,0.0,-1504.9167974237728,477.90691508354655
75,69,C11,1.0,-1539.6639833612726,208.34958978231032
76,70,C11,0.0,-1539.644585168524,208.34955838790424
77,70,C11,1.0,-1574.3917711060242,58.59642765412692
78,71,C11,0.0,-1574.3996548562097,58.59639255532012
79,71,C11,1.0,-1609.1468407937098,1.4020133984892067e-05
80,29,C12,0.0,-859.790211118145,722.11817493991
81,29,C12,1.0,-872.0160714824391,1092.6876826843409
82,30,C12,0.0,-872.0248147687433,1092.6874779387085
83,30,C12,1.0,-896.4765363507745,1751.8837244619276
84,31,C12,0.0,-896.4827889185241,1751.8838186864768
85,31,C12,1.0,-920.9345086450866,1728.3157054038281
86,32,C12,0.0,-920.9235170708703,1728.3158438912642
87,32,C12,1.0,-945.3752367974328,1389.2776633531605
88,33,C12,0.0,-945.3854613013362,1389.2776349650367
89,33,C12,1.0,-969.8371847388364,968.2487772602076
90,34,C12,0.0,-969.834107564535,968.2486329076029
91,34,C12,1.0,-994.2858310020349,591.0319830252273
92,35,C12,0.0,-994.2792610733696,591.0319738518742
93,35,C12,1.0,-1018.7309845108695,309.0524662530229
94,36,C12,0.0,-1018.7431448560237,309.05247539223393
95,36,C12,1.0,-1043.1948682935238,128.9072195102891
96,37,C12,0.0,-1043.1872852179617,128.9071981116338
97,37,C12,1.0,-1067.6390086554618,34.28764202508252
98,38,C12,0.0,-1067.6382829419615,34.287587508160314
99,38,C12,1.0,-1092.0900063794613,1.2989304271358965e-05
100,40,C12,0.0,-748.0214405022049,600.5298586627617
101,40,C12,1.0,-760.247300866499,1078.8573711386248
102,41,C12,0.0,-760.2663658773137,1078.8563060933916
103,41,C12,1.0,-784.7180874593449,1927.9854728500995
104,42,C12,0.0,-784.7082032283877,1927.9858530809086
105,42,C12,1.0,-809.1599229549502,1958.485887130252
106,43,C12,0.0,-809.164441958246,1958.4860789145166
107,43,C12,1.0,-833.6161616848086,1600.283093949535
108,44,C12,0.0,-833.6236097443151,1600.2829104838888
109,44,C12,1.0,-858.075333181815,1129.4402870046029
110,45,C12,0.0,-858.0582875999543,1129.4402761898293
111,45,C12,1.0,-882.5100110374545,697.598495142884
112,46,C12,0.0,-882.5224334597108,697.5984433679762
113,46,C12,1.0,-906.9741568972105,369.3994280745722
114,47,C12,0.0,-906.9700706276793,369.3994324590489
115,47,C12,1.0,-931.4217940651794,156.34689732804054
116,48,C12,0.0,-931.4220880812926,156.3469544684005
117,48,C12,1.0,-955.8738115187928,42.31061034938383
118,49,C12,0.0,-955.8715892080016,42.31061999135851
119,49,C12,1.0,-980.3233126455016,3.953016491490375e-05
120,51,C12,0.0,-589.2295696037673,477.09435365884974
121,51,C12,1.0,-601.4554299680615,1055.9766632679175
122,52,C12,0.0,-601.4737678377629,1055.9753424725545
123,52,C12,1.0,-625.9254894197942,2090.605716247023
124,53,C12,0.0,-625.9147694820498,2090.605968324416
125,53,C12,1.0,-650.3664892086123,2176.8511257319033
126,54,C12,0.0,-650.37280488183,2176.8513302905026
127,54,C12,1.0,-674.8245246083925,1802.7395819921771
128,55,C12,0.0,-674.8309756598424,1802.7394343551791
129,55,C12,1.0,-699.2826990973423,1285.3636953453574
130,56,C12,0.0,-699.2666884922883,1285.3636363507744
131,56,C12,1.0,-723.7184119297884,801.5219816196526
132,57,C12,0.0,-723.7291991469667,801.5219397008244
133,57,C12,1.0,-748.1809225844667,428.8565959089494
134,58,C12,0.0,-748.1781997292419,428.85660397743743
135,58,C12,1.0,-772.6299231667418,183.8040769560537
136,59,C12,0.0,-772.6296961122987,183.80413868002702
137,59,C12,1.0,-797.0814195497989,50.56079412523704
138,60,C12,0.0,-797.0781884536069,50.56079471005486
139,60,C12,1.0,-821.5299118911068,4.059662129060087e-05
140,62,C12,0.0,-416.8171831487845,344.7221025312016
141,62,C12,1.0,-429.04304351307866,1011.9989923298904
142,63,C12,0.0,-429.0440848853205,1011.9987073438328
143,63,C12,1.0,-453.49580646735166,2217.005927019934
144,64,C12,0.0,-453.50638825385107,2217.0055243509337
145,64,C12,1.0,-477.95810798041356,2359.121931434054
146,65,C12,0.0,-477.94468404963,2359.1221443258128
147,65,C12,1.0,-502.39640377619247,1976.0969655512495
148,66,C12,0.0,-502.4100895038506,1976.0970526176254
149,66,C12,1.0,-526.8618129413509,1421.0391122408082
150,67,C12,0.0,-526.8568293803309,1421.0389428583057
151,67,C12,1.0,-551.3085528178308,893.1835364428919
152,68,C12,0.0,-551.2985163004206,893.1835681961566
153,68,C12,1.0,-575.7502397379205,482.03115614957215
154,69,C12,0.0,-575.7667441913508,482.0311516297796
155,69,C12,1.0,-600.2184676288507,208.76577363263974
156,70,C12,0.0,-600.2094074829766,208.7657413474573
157,70,C12,1.0,-624.6611309204767,58.22676656649011
158,71,C12,0.0,-624.6618820925382,58.22673410663849
159,71,C12,1.0,-649.1136055300382,1.2746847466034771e-05
160,29,C13,0.0,-2000.149037572422,617.2928104200619
161,29,C13,1.0,-2017.5226286164188,1062.7317097006508
162,30,C13,0.0,-2017.5442292175198,1062.7318152697262
163,30,C13,1.0,-2052.291412518301,1907.6209590133114
164,31,C13,0.0,-2052.292467883635,1907.620071495964
165,31,C13,1.0,-2087.039648547697,1945.625610293055
166,32,C13,0.0,-2087.02980746676,1945.6255211456987
167,32,C13,1.0,-2121.7769881308222,1593.9452443550106
